,bhk,locality,sqft,price_per_sqft,bath,Price_Lakhs,Build_year,Age
3684,1,Wagholi,686,5539,1.0,38.0,2012.0,-9.0
3685,1,Wagholi,620,4354,1.0,27.0,2015.0,-6.0
3686,3,Balewadi,1365,8058,3.0,110.00000000000001,2009.0,-12.0
3687,2,Hadapsar,789,5956,2.0,47.0,2011.0,-10.0
3690,2,Manjari,765,7712,2.0,59.0,2024.0,3.0
3691,2,Hadapsar,1034,9477,2.0,98.0,2026.0,5.0
3692,2,Viman Nagar,1445,7266,2.0,105.0,2015.0,-6.0
3693,4,Chinchwad,1800,9722,3.0,175.0,2011.0,-10.0
3695,2,Kharadi,1260,7539,2.0,95.0,2009.0,-12.0
3698,2,Wanowrie,1123,6233,2.0,70.0,2008.0,-13.0
3699,1,Wanowrie,610,7213,2.0,44.0,2008.0,-13.0
3700,2,Wagholi,765,6882,,52.65,2024.0,3.0
3701,1,Wagholi,659,6565,,43.26,2024.0,3.0
3702,1,Talegaon Dabhade,363,3994,,14.5,2024.0,3.0
3703,1,Talegaon Dabhade,375,4200,,15.75,2024.0,3.0
3704,2,Ambegaon Budruk,637,9399,,59.87,2025.0,4.0
3705,3,Ambegaon Budruk,1006,9642,,96.99,2025.0,4.0
3706,3,Baner,1189,14045,,167.0,2026.0,5.0
3709,2,Wagholi,683,7613,2.0,52.0,2025.0,4.0
3710,2,Wagholi,698,7879,2.0,55.0,2025.0,4.0
3711,3,Undri,1276,11336,,144.0,2027.0,6.0
3712,3,Undri,1243,11790,,146.0,2027.0,6.0
3715,3,Sopan Baug,1365,17363,,237.0,2029.0,8.0
3716,3,Undri,1270,11325,,143.0,2027.0,6.0
3718,4,Sopan Baug,1911,17435,,333.0,2029.0,8.0
3719,3,Sopan Baug,1246,17496,,218.00000000000003,2029.0,8.0
3720,3,Hinjewadi,1900,7368,3.0,140.0,2027.0,6.0
3721,4,Hinjewadi,2600,8269,4.0,215.0,2027.0,6.0
3726,3,Kharadi,1550,10451,3.0,162.0,2019.0,-2.0
3727,3,Kharadi,1500,10666,3.0,160.0,2019.0,-2.0
3728,2,Baner,729,9938,,72.35,2023.0,2.0
3729,1,Talegaon Dabhade,491,6002,,29.47,2020.0,-1.0
3731,2,Talegaon Dabhade,557,5921,,32.98,2020.0,-1.0
3733,2,Talegaon Dabhade,952,4270,,40.65,2013.0,-8.0
3734,1,Talegaon Dabhade,507,5983,,30.33,2020.0,-1.0
3736,1,Talegaon Dabhade,647,4379,,28.33,2013.0,-8.0
3737,2,Talegaon Dabhade,581,5887,,34.2,2020.0,-1.0
3739,3,Kothrud,1244,15675,,195.0,2024.0,3.0
3741,3,Kothrud,1282,16380,,210.0,2024.0,3.0
3743,3,Kothrud,1279,16419,,210.0,2024.0,3.0
3745,3,Kothrud,1187,16427,,195.0,2024.0,3.0
3747,2,Kothrud,954,15828,,151.0,2024.0,3.0
3749,5,Kothrud,2629,16203,,426.0,2024.0,3.0
3751,3,Kothrud,1225,16408,,200.99999999999997,2024.0,3.0
3753,2,Kothrud,926,15874,,147.0,2024.0,3.0
3755,3,Kothrud,1014,15877,,161.0,2024.0,3.0
3757,3,Erandwane,1504,26130,,393.0,2026.0,5.0
3758,2,Erandwane,800,23500,,188.0,2026.0,5.0
3759,3,Kothrud,1075,16837,,181.0,2024.0,3.0
3760,2,Wakad,693,9192,,63.7,2026.0,5.0
3761,2,Lohegaon,864,8545,,73.82,2026.0,5.0
3762,2,Wakad,678,9195,,62.34,2026.0,5.0
3763,2,Lohegaon,749,7610,,56.99,2026.0,5.0
3764,2,Wakad,511,9198,,47.0,2026.0,5.0
3765,2,Wakad,696,9195,,63.99,2026.0,5.0
3766,2,Wakad,683,9201,,62.75,2026.0,5.0
3767,2,Wakad,655,9203,,60.19,2026.0,5.0
3770,2,Kharadi,1053,8547,2.0,90.0,2019.0,-2.0
3771,2,Kharadi,1134,7936,2.0,90.0,2011.0,-10.0
3775,2,Kondhwa,1100,6363,2.0,70.0,2028.0,7.0
3776,3,Kondhwa,1300,6153,2.0,80.0,2028.0,7.0
3777,2,Hinjewadi,1300,7692,2.0,100.0,2027.0,6.0
3785,2,Pimple Nilakh,724,12277,,88.88,2025.0,4.0
3786,3,Pimple Nilakh,1185,12119,,143.0,2025.0,4.0
3787,2,Pimple Nilakh,647,11995,,77.61,2025.0,4.0
3788,3,Pimple Nilakh,1261,12060,,152.0,2025.0,4.0
3789,2,Pimple Nilakh,1025,11695,,119.0,2025.0,4.0
3790,3,Pimple Nilakh,1137,12156,,138.0,2025.0,4.0
3791,2,Pimple Nilakh,980,12317,2.0,120.0,2025.0,4.0
3792,2,Pimple Nilakh,699,11934,,83.42,2025.0,4.0
3793,2,Pimple Nilakh,649,11983,,77.77,2025.0,4.0
3801,2,Wadgaon Sheri,1400,11428,3.0,160.0,2017.0,-4.0
3802,2,Kondhwa,850,8235,1.0,70.0,2010.0,-11.0
3803,2,Hadapsar,1130,9734,2.0,110.00000000000001,2023.0,2.0
3805,2,Kharadi,975,6153,2.0,60.0,2019.0,-2.0
3806,2,Lohegaon,1207,11019,2.0,133.0,2024.0,3.0
3807,3,Balewadi,1700,9411,3.0,160.0,2024.0,3.0
3808,2,Wagholi,731,4787,2.0,35.0,2021.0,0.0
3809,2,Wagholi,802,5610,2.0,45.0,2024.0,3.0
3810,2,Mundhwa,1375,10181,2.0,140.0,2024.0,3.0
3811,3,Kharadi,1120,8482,2.0,95.0,2025.0,4.0
3812,2,Hadapsar,804,8706,2.0,70.0,2025.0,4.0
3813,2,Fursungi,832,4807,2.0,40.0,2024.0,3.0
3814,2,Mundhwa,1040,7211,2.0,75.0,2020.0,-1.0
3815,3,Kharadi,1102,8166,3.0,90.0,2027.0,6.0
3816,2,Mundhwa,827,7859,2.0,65.0,2025.0,4.0
3817,2,Mundhwa,1100,6181,2.0,68.0,2027.0,6.0
3818,2,Kharadi,1250,8000,,100.0,2013.0,-8.0
3819,2,Wadgaon Sheri,1300,12076,2.0,157.0,2017.0,-4.0
3820,4,Bavdhan,3988,9403,4.0,375.0,2024.0,3.0
3821,2,Wagholi,866,7967,2.0,69.0,2027.0,6.0
3822,3,Wagholi,728,11263,3.0,82.0,2027.0,6.0
3823,3,Wagholi,924,9199,3.0,85.0,2027.0,6.0
3824,1,Hinjewadi,497,8651,1.0,43.0,2026.0,5.0
3825,1,Hinjewadi,502,8964,1.0,45.0,2026.0,5.0
3826,2,Hinjewadi,658,8966,2.0,59.0,2026.0,5.0
3827,2,Hinjewadi,858,9790,2.0,84.0,2026.0,5.0
3828,3,Hinjewadi,865,10404,3.0,90.0,2026.0,5.0
3829,3,Bavdhan,1828,10393,3.0,190.0,2024.0,3.0
3832,3,Baner,1700,9705,3.0,165.0,2011.0,-10.0
3840,1,Kothrud,575,13043,1.0,75.0,2002.0,-19.0
3841,2,Chakan,650,3461,2.0,22.5,2019.0,-2.0
3842,2,Wakad,1160,7758,3.0,90.0,2012.0,-9.0
3843,2,Mamurdi,634,7097,2.0,45.0,2025.0,4.0
3844,2,Chakan,714,3221,2.0,23.0,2017.0,-4.0
3855,2,Wagholi,1025,5548,2.0,56.86,2021.0,0.0
3860,2,Wadgaon Sheri,781,11364,,88.75,2026.0,5.0
3861,2,Manjari,541,11460,,61.99,2026.0,5.0
3862,3,Wadgaon Sheri,1135,11364,,128.0,2026.0,5.0
3863,2,Manjari,510,11001,,55.99,2026.0,5.0
3864,2,Mahalunge,670,10746,,72.0,2028.0,7.0
3865,3,Mahalunge,1446,11687,,169.0,2028.0,7.0
3866,3,Mahalunge,926,12419,,114.99999999999999,2028.0,7.0
3867,2,Mahalunge,861,11324,,97.5,2028.0,7.0
3868,4,Mahalunge,1776,8389,,149.0,2028.0,7.0
3869,2,Hadapsar,664,7474,,49.55,2018.0,-3.0
3870,4,Baner,1695,14749,,250.0,2028.0,7.0
3871,3,Baner,1374,14192,,195.0,2028.0,7.0
3872,3,Baner,1038,14437,,149.0,2028.0,7.0
3873,3,Baner,1361,13960,,190.0,2028.0,7.0
3874,4,Baner,1442,16187,,233.0,2028.0,7.0
3875,4,Baner,1737,14680,,254.99999999999997,2028.0,7.0
3876,3,Kharadi,1240,11612,,144.0,2028.0,7.0
3877,3,Kharadi,1108,11462,,127.0,2028.0,7.0
3878,3,Kharadi,1525,11672,,178.0,2028.0,7.0
3879,2,Kharadi,725,11572,,83.9,2028.0,7.0
3880,4,Kharadi,1550,12000,,186.0,2028.0,7.0
3881,3,Kharadi,1440,11458,,165.0,2028.0,7.0
3882,2,Kharadi,816,11384,,92.9,2028.0,7.0
3883,2,Bavdhan,899,12583,,112.00000000000001,2027.0,6.0
3884,4,Bavdhan,1378,12917,,178.0,2027.0,6.0
3885,3,Bavdhan,1188,12457,,148.0,2027.0,6.0
3886,3,Bavdhan,1030,12912,,132.0,2027.0,6.0
3887,2,Bavdhan,768,12835,,98.44,2027.0,6.0
3888,3,Undri,1109,7900,,87.61,2026.0,5.0
3889,3,Undri,999,7937,,79.29,2026.0,5.0
3890,3,Undri,986,7940,,78.28,2026.0,5.0
3891,2,Undri,736,8058,,59.3,2026.0,5.0
3892,3,Undri,1052,7917,,83.28,2026.0,5.0
3893,2,Undri,893,7974,,71.21,2026.0,5.0
3894,2,Undri,711,8080,,57.45,2026.0,5.0
3895,3,Undri,993,7940,,78.85,2026.0,5.0
3896,2,Undri,717,8083,,57.95,2026.0,5.0
3897,2,Undri,813,8020,,65.2,2026.0,5.0
3899,2,Punawale,752,7579,,57.0,2025.0,4.0
3920,4,Kothrud,1479,18228,,269.0,2024.0,3.0
3921,3,Kothrud,1302,21044,,274.0,2024.0,3.0
3923,4,Kothrud,1768,18232,,322.0,2024.0,3.0
3924,4,Kothrud,1468,18231,,267.0,2024.0,3.0
3926,3,Kothrud,1223,18233,,223.0,2024.0,3.0
3927,3,Kothrud,1229,18237,,224.00000000000003,2024.0,3.0
3928,2,Kondhwa,735,10245,,75.3,2024.0,3.0
3929,2,Kondhwa,692,10287,,71.18,2024.0,3.0
3930,2,Kondhwa,691,10292,,71.12,2024.0,3.0
3931,2,Kondhwa,694,10286,,71.38,2024.0,3.0
3932,2,Kondhwa,733,10237,,75.03,2024.0,3.0
3933,2,Kondhwa,732,10242,,74.97,2024.0,3.0
3934,2,Undri,755,6225,,47.0,2026.0,5.0
3935,3,Undri,1002,6886,,69.0,2026.0,5.0
3938,4,Sopan Baug,2662,12397,,330.0,2026.0,5.0
3939,2,Sopan Baug,1331,12472,,166.0,2026.0,5.0
3944,2,Bavdhan,801,8739,2.0,70.0,2025.0,4.0
3945,2,Bavdhan,1602,8739,2.0,140.0,2025.0,4.0
3946,2,Manjari,560,10007,2.0,56.04,2024.0,3.0
3949,2,Bavdhan,891,8978,2.0,80.0,2025.0,4.0
3950,4,Wagholi,1638,9768,3.0,160.0,2025.0,4.0
3951,4,Bavdhan,2100,10238,3.0,215.0,2025.0,4.0
3952,3,Kharadi,1555,9224,3.0,143.0,2024.0,3.0
3954,1,Manjari,430,10000,1.0,43.0,2024.0,3.0
3955,1,Aundh,590,7627,1.0,45.0,2003.0,-18.0
3956,2,Manjari,619,10000,2.0,61.9,2024.0,3.0
3957,2,Manjari,726,10000,2.0,72.6,2024.0,3.0
3958,1,Manjari,430,9046,1.0,38.9,2024.0,3.0
3959,2,Manjari,619,9773,2.0,60.5,2024.0,3.0
3960,2,Alandi,613,6815,2.0,41.78,2025.0,4.0
3961,2,Alandi,570,7363,2.0,41.97,2025.0,4.0
3962,2,Bavdhan,774,8397,2.0,65.0,2025.0,4.0
3963,2,Bavdhan,589,9161,1.0,53.96,2030.0,9.0
3964,2,Bavdhan,688,9353,2.0,64.35,2030.0,9.0
3965,3,Bavdhan,843,9964,3.0,84.0,2030.0,9.0
3966,2,Ambegaon Budruk,829,8149,2.0,67.56,2026.0,5.0
3967,3,Baner,982,11303,2.0,111.00000000000001,2025.0,4.0
3968,4,Sopan Baug,2662,6235,4.0,166.0,2026.0,5.0
3969,1,Wagholi,377,7427,1.0,28.0,2020.0,-1.0
3970,2,Wagholi,520,7221,2.0,37.55,2020.0,-1.0
3971,3,Baner,1350,13333,3.0,180.0,2024.0,3.0
3972,1,Manjari,371,9989,1.0,37.06,2024.0,3.0
3973,1,Manjari,425,10007,1.0,42.53,2024.0,3.0
3974,4,Baner,1651,11326,3.0,187.0,2025.0,4.0
3975,2,Kharadi,1171,10247,2.0,120.0,2024.0,3.0
3976,2,Mundhwa,1150,8548,2.0,98.3,2026.0,5.0
3977,2,Mundhwa,1208,7162,2.0,86.51,2026.0,5.0
3978,3,Mundhwa,1556,8478,3.0,131.0,2025.0,4.0
3979,3,Mundhwa,1501,7461,2.0,111.00000000000001,2026.0,5.0
3980,2,Mundhwa,702,8626,,60.56,2025.0,4.0
3981,2,Mundhwa,827,9205,,76.13,2024.0,3.0
3983,3,Mundhwa,938,8413,,78.92,2025.0,4.0
3985,2,Mundhwa,776,8956,,69.5,2024.0,3.0
3986,3,Mundhwa,870,11494,,99.99,2026.0,5.0
3988,2,Mundhwa,713,8615,,61.43,2025.0,4.0
3990,2,Mundhwa,659,10638,,69.99,2026.0,5.0
3997,3,Wakad,1150,10530,,121.0,2026.0,5.0
3998,2,Wakad,784,11096,,87.0,2026.0,5.0
3999,2,Wakad,645,10370,,66.78,2024.0,3.0
4002,2,Wagholi,812,9482,2.0,77.0,2025.0,4.0
4102,2,Ravet,691,7015,,48.48,2021.0,0.0
4104,1,Wagholi,525,6698,,35.16,2024.0,3.0
4105,2,Wagholi,753,6902,,51.97,2024.0,3.0
4106,3,Wagholi,1001,6924,,69.31,2024.0,3.0
4107,3,Wagholi,971,6939,,67.38,2024.0,3.0
4108,1,Wagholi,538,6682,,35.95,2024.0,3.0
4109,1,Wagholi,582,6656,,38.74,2024.0,3.0
4110,2,Wagholi,773,6878,,53.17,2024.0,3.0
4111,2,Wagholi,772,6879,,53.11,2024.0,3.0
4112,1,Wagholi,584,6642,,38.79,2024.0,3.0
4119,2,Dhanori,721,8242,,59.42,2021.0,0.0
4120,3,Kharadi,1628,8906,3.0,145.0,2009.0,-12.0
4121,1,Vishrantwadi,790,5696,1.0,45.0,2011.0,-10.0
4128,2,Kharadi,1100,9090,2.0,100.0,2019.0,-2.0
4129,3,Kharadi,1600,9062,3.0,145.0,2009.0,-12.0
4130,3,Hinjewadi,1517,9887,3.0,150.0,2019.0,-2.0
4131,1,Ambegaon,634,5678,1.0,36.0,2012.0,-9.0
4132,4,Hadapsar,5183,14663,4.0,760.0,2013.0,-8.0
4133,2,Manjari,1050,5333,2.0,56.0,2010.0,-11.0
4134,2,Pisoli,983,4425,2.0,43.5,2016.0,-5.0
4136,2,Sopan Baug,865,8439,2.0,72.99,2001.0,-20.0
4137,3,Vishrantwadi,1401,9635,3.0,135.0,2023.0,2.0
4139,4,Viman Nagar,1851,10804,4.0,200.0,2023.0,2.0
4140,3,Hinjewadi,1060,8302,3.0,88.0,2026.0,5.0
4141,3,Ravet,1005,8921,,89.66,2026.0,5.0
4142,2,Ravet,779,7892,,61.48,2026.0,5.0
4143,2,Ravet,651,8448,,55.0,2026.0,5.0
4144,3,Ravet,863,8922,,77.0,2026.0,5.0
4145,2,Kharadi,722,10803,2.0,77.99,2019.0,-2.0
4147,2,Baner,890,12507,,111.00000000000001,2026.0,5.0
4148,2,Baner,1004,11974,,120.0,2026.0,5.0
4149,3,Baner,1125,13181,,148.0,2026.0,5.0
4150,3,Baner,1100,13181,,144.0,2026.0,5.0
4151,2,Baner,915,13126,,120.0,2026.0,5.0
4152,2,Hinjewadi,836,8134,2.0,68.0,2026.0,5.0
4153,3,Hinjewadi,1176,8504,3.0,100.0,2026.0,5.0
4155,3,Punawale,1012,8607,,87.1,2025.0,4.0
4156,2,Punawale,751,9454,,71.0,2025.0,4.0
4158,2,Hinjewadi,705,9787,,68.99,2024.0,3.0
4159,2,Dhanori,615,8126,,49.97,2028.0,7.0
4161,2,Pimple Saudagar,960,8229,2.0,79.0,2007.0,-14.0
4162,2,Pimple Saudagar,1080,7222,2.0,78.0,2007.0,-14.0
4163,1,Rahatani,625,6720,1.0,42.0,2011.0,-10.0
4164,1,Pimple Saudagar,470,10212,1.0,48.0,2017.0,-4.0
4165,2,Moshi,955,8167,2.0,78.0,2013.0,-8.0
4166,2,NIBM Annex Mohammadwadi,1050,7047,2.0,74.0,2026.0,5.0
4168,1,Bavdhan,685,5766,1.0,39.5,2030.0,9.0
4169,2,Hadapsar,934,5246,2.0,49.0,2014.0,-7.0
4170,2,Wagholi,748,6755,2.0,50.53,2023.0,2.0
4171,2,Vadgaon Budruk,1000,9000,2.0,90.0,2009.0,-12.0
4172,2,Bhegade Aali,730,4520,2.0,33.0,2017.0,-4.0
4173,2,Yojana Nagar,867,4094,2.0,35.5,2017.0,-4.0
4174,2,Hinjewadi,1350,6666,2.0,90.0,2027.0,6.0
4175,3,Hinjewadi,1700,7647,3.0,130.0,2027.0,6.0
4176,4,Hinjewadi,2700,8333,4.0,225.0,2023.0,2.0
4177,3,Hinjewadi,2300,7826,3.0,180.0,2023.0,2.0
4178,2,Mahalunge,833,8643,2.0,72.0,2024.0,3.0
4179,3,Rahatani,1698,8362,3.0,142.0,2025.0,4.0
4180,2,Manjari,600,12427,,74.56,2028.0,7.0
4183,3,Vadgaon Budruk,1407,8386,3.0,118.0,2025.0,4.0
4184,2,Vadgaon Budruk,1030,7718,,79.5,2025.0,4.0
4185,2,Mundhwa,636,10952,,69.65,2025.0,4.0
4186,3,Manjari,1126,11373,,127.0,2027.0,6.0
4187,2,Mundhwa,630,10952,,68.99,2025.0,4.0
4188,2,Manjari,659,9118,,59.99,2027.0,6.0
4189,2,Mundhwa,633,10969,,69.32,2025.0,4.0
4190,3,Manjari,968,11375,,109.00000000000001,2027.0,6.0
4191,2,Mundhwa,644,10952,,70.53,2025.0,4.0
4192,2,Manjari,515,12427,,63.99,2028.0,7.0
4193,2,Mundhwa,641,10969,,70.2,2025.0,4.0
4195,2,Mundhwa,642,10969,,70.31,2025.0,4.0
4196,2,Mundhwa,641,10952,,70.2,2025.0,4.0
4231,2,Kothrud,946,15856,,150.0,2024.0,3.0
4232,4,Erandwane,1937,26587,,515.0,2026.0,5.0
4233,2,Kothrud,815,16441,,134.0,2024.0,3.0
4234,3,Erandwane,982,24541,,241.0,2026.0,5.0
4235,2,Kothrud,831,16365,,136.0,2024.0,3.0
4236,3,Kothrud,1069,16838,,180.0,2024.0,3.0
4239,4,Erandwane,1669,26662,,445.0,2026.0,5.0
4240,3,Bavdhan,795,13037,,103.0,2020.0,-1.0
4241,2,Bavdhan,487,16263,,79.2,2020.0,-1.0
4242,2,Bavdhan,601,16263,,97.74,2020.0,-1.0
4243,2,Bavdhan,600,16263,,97.58,2020.0,-1.0
4244,2,Bavdhan,490,16263,,79.69,2020.0,-1.0
4245,2,Bavdhan,493,14151,,69.76,2020.0,-1.0
4246,3,Bavdhan,801,12821,,102.0,2020.0,-1.0
4247,2,Bavdhan,593,16263,,96.44,2020.0,-1.0
4248,2,Bavdhan,605,16300,,98.61,2020.0,-1.0
4249,2,Bavdhan,526,16263,,85.54,2020.0,-1.0
4250,3,Bavdhan,807,12821,,103.0,2020.0,-1.0
4251,2,Bavdhan,592,16263,,96.28,2020.0,-1.0
4252,2,Bavdhan,454,16299,,74.0,2020.0,-1.0
4253,2,Bavdhan,525,16263,,85.38,2020.0,-1.0
4254,2,Bavdhan,600,16300,,97.8,2020.0,-1.0
4255,2,Bavdhan,590,16263,,95.95,2020.0,-1.0
4256,2,Bavdhan,594,14151,,84.05,2020.0,-1.0
4257,1,Bavdhan,318,14150,,45.0,2020.0,-1.0
4258,2,Bavdhan,584,16263,,94.98,2020.0,-1.0
4259,1,Bavdhan,319,14151,,45.14,2020.0,-1.0
4260,2,Chinchwad,611,13748,,84.0,2026.0,5.0
4261,2,Chinchwad,817,13748,,112.00000000000001,2026.0,5.0
4262,4,Chinchwad,1570,13185,,206.99999999999997,2026.0,5.0
4263,3,Chinchwad,832,18029,,150.0,2026.0,5.0
4264,1,Wakad,520,9288,,48.3,2025.0,4.0
4265,2,Dhanori,810,8572,,69.35,2024.0,3.0
4266,2,Hinjewadi,893,10649,,94.99,2027.0,6.0
4268,2,Wakad,695,9284,,64.52,2025.0,4.0
4269,2,Mundhwa,792,8674,2.0,68.7,2020.0,-1.0
4271,2,Baner,725,11099,,80.36,2025.0,4.0
4272,4,Baner,1728,12217,,211.0,2025.0,4.0
4273,2,Dhanori,818,10305,,84.19,2024.0,3.0
4274,2,Dhanori,846,8533,,72.1,2024.0,3.0
4275,2,Dhanori,844,8532,,71.92,2024.0,3.0
4276,2,Dhanori,863,8511,,73.37,2024.0,3.0
4277,1,Dhanori,493,8635,,42.48,2024.0,3.0
4279,1,Dhanori,510,8586,,43.79,2024.0,3.0
4282,1,Shivneri Nagar,614,7328,1.0,45.0,2012.0,-9.0
4283,4,Hinjewadi,2700,7037,4.0,190.0,2027.0,6.0
4284,4,Kalyani Nagar,3800,23684,4.0,900.0,2025.0,4.0
4285,1,Anand Tirth Nagar,607,6260,1.0,38.0,2017.0,-4.0
4287,2,Ambegaon Budruk,1012,5928,2.0,60.0,2017.0,-4.0
4296,3,Ravet,1041,7644,,79.57,2025.0,4.0
4297,2,Ravet,736,7903,2.0,58.16,2025.0,4.0
4298,2,Ravet,752,7884,,59.29,2025.0,4.0
4299,2,Ravet,740,7898,,58.44,2025.0,4.0
4300,1,Hinjewadi,641,11075,,70.88,2027.0,6.0
4301,2,Hinjewadi,845,10663,,89.99,2027.0,6.0
4303,3,Hinjewadi,1097,10948,,119.0,2027.0,6.0
4305,1,Hinjewadi,541,11170,,60.32,2027.0,6.0
4307,2,Hinjewadi,751,10652,,79.99,2027.0,6.0
4312,2,Ravet,804,8955,,72.0,2021.0,0.0
4313,3,NIBM Annex Mohammadwadi,1200,12916,,154.0,2025.0,4.0
4314,2,Ravet,913,8762,,80.0,2021.0,0.0
4315,1,Ravet,495,8888,,44.0,2021.0,0.0
4316,4,NIBM Annex Mohammadwadi,1656,12198,,200.99999999999997,2025.0,4.0
4317,2,Ravet,729,8916,,65.0,2021.0,0.0
4318,2,NIBM Annex Mohammadwadi,805,12049,,96.99,2025.0,4.0
4319,2,NIBM Annex Mohammadwadi,811,12049,,97.71,2025.0,4.0
4320,2,Ravet,651,9677,,63.0,2021.0,0.0
4321,2,Ravet,764,9162,,70.0,2021.0,0.0
4322,3,NIBM Annex Mohammadwadi,1068,12078,,128.0,2025.0,4.0
4323,3,Manjari,768,14713,,112.99999999999999,2028.0,7.0
4325,2,Manjari,753,11952,,90.0,2028.0,7.0
4327,2,Manjari,590,13559,,80.0,2028.0,7.0
4329,1,Manjari,424,14150,,60.0,2028.0,7.0
4331,3,Manjari,1294,12210,,158.0,2028.0,7.0
4338,2,Punawale,793,8785,,69.66,2025.0,4.0
4339,2,Hinjewadi,616,9268,,56.99,2024.0,3.0
4340,2,Baner,1291,4500,,58.1,2026.0,5.0
4342,2,Hinjewadi,984,10671,,105.0,2027.0,6.0
4353,3,Hinjewadi,1117,10752,,119.0,2027.0,6.0
4354,3,Hinjewadi,1025,10732,,110.00000000000001,2027.0,6.0
4359,2,Hinjewadi,956,10460,,100.0,2027.0,6.0
4360,3,Punawale,998,14228,,141.0,2028.0,7.0
4361,3,Rahatani,1241,10394,,129.0,2025.0,4.0
4362,4,Punawale,1326,8832,,117.0,2025.0,4.0
4363,3,Rahatani,1252,10383,,130.0,2025.0,4.0
4364,2,Rahatani,863,10081,,87.0,2025.0,4.0
4365,2,Punawale,790,8788,,69.42,2025.0,4.0
4366,3,Ravet,874,8810,,77.0,2025.0,4.0
4367,2,Ravet,664,8283,,55.0,2025.0,4.0
4368,3,Mamurdi,601,10564,,63.49,2023.0,2.0
4369,2,Ravet,712,8426,,60.0,2025.0,4.0
4370,2,Dhanori,658,8204,,53.98,2028.0,7.0
4375,3,Punawale,1067,8574,,91.48,2025.0,4.0
4376,3,Punawale,979,9499,,93.0,2025.0,4.0
4377,3,Dhanori,999,8668,3.0,86.6,2026.0,5.0
4378,2,Dhanori,759,8695,,66.0,2026.0,5.0
4379,3,Dhanori,1020,8627,,88.0,2026.0,5.0
4380,3,Hinjewadi,945,9386,,88.6,2027.0,6.0
4382,2,Hinjewadi,822,9378,,76.99,2027.0,6.0
4384,2,Manjari,715,9091,,65.0,2023.0,2.0
4385,3,Punawale,609,11234,,68.3,2025.0,4.0
4386,2,Punawale,578,11228,,64.9,2025.0,4.0
4387,2,Lohegaon,837,7728,,64.68,2026.0,5.0
4388,3,Lohegaon,1040,7727,,80.36,2026.0,5.0
4389,2,Lohegaon,820,7731,,63.39,2026.0,5.0
4390,3,Lohegaon,1080,7726,,83.44,2026.0,5.0
4391,3,Lohegaon,992,7728,,76.66,2026.0,5.0
4392,2,Lohegaon,812,7731,,62.77,2026.0,5.0
4398,3,Baner,983,10071,,99.0,2026.0,5.0
4399,4,Tathawade,1335,10187,,135.0,2025.0,4.0
4402,3,Hinjewadi,1191,10747,,127.0,2027.0,6.0
4403,3,Dhanori,872,10236,,89.15,2021.0,0.0
4404,1,Mundhwa,472,9353,,44.15,2020.0,-1.0
4406,3,Dhanori,894,11815,,105.0,2021.0,0.0
4409,2,Dhanori,772,8617,,66.43,2024.0,3.0
4410,4,Kondhwa,2755,10598,,292.0,2023.0,2.0
4411,3,Chinchwad,806,21215,,170.0,2028.0,7.0
4412,3,Chinchwad,987,19250,,190.0,2028.0,7.0
4413,1,Chinchwad,473,14194,,66.99,2028.0,7.0
4414,2,Chinchwad,699,15186,,105.0,2028.0,7.0
4420,1,Chinchwad,582,12714,,74.0,2028.0,7.0
4421,2,Chinchwad,987,11651,,113.99999999999999,2028.0,7.0
4423,1,Chinchwad,491,14256,,69.99,2028.0,7.0
4425,1,Chinchwad,493,14634,,71.99,2028.0,7.0
4426,2,Chinchwad,680,15294,,103.0,2028.0,7.0
4432,2,Chinchwad,710,15232,,107.0,2028.0,7.0
4437,3,Chinchwad,1002,18029,,180.0,2026.0,5.0
4438,4,Chinchwad,1920,11303,,217.0,2026.0,5.0
4440,3,Mundhwa,1104,12681,,140.0,2025.0,4.0
4441,4,Mundhwa,1701,11757,,200.0,2025.0,4.0
4442,3,Hinjewadi,900,9444,,85.0,2025.0,4.0
4443,4,Kondhwa,1500,9200,,138.0,2023.0,2.0
4445,3,Kharadi,945,12592,,118.0,2025.0,4.0
4446,2,Dhanori,641,8310,,53.23,2026.0,5.0
4447,3,Dhanori,846,11465,,96.99,2023.0,2.0
4448,3,Hinjewadi,1097,10939,,120.0,2026.0,5.0
4449,1,Hinjewadi,508,11122,,56.49,2026.0,5.0
4450,3,Ravet,971,9361,,90.89,2025.0,4.0
4451,2,Ravet,776,9181,,71.24,2025.0,4.0
4452,2,Ravet,727,9229,,67.09,2025.0,4.0
4453,2,Mundhwa,827,9205,,76.13,2024.0,3.0
4454,2,Punawale,796,10301,,82.0,2026.0,5.0
4455,3,Bhosari,894,12975,,115.99999999999999,2028.0,7.0
4457,3,Kharadi,923,12351,,112.99999999999999,2025.0,4.0
4458,2,Punawale,832,10456,,87.0,2026.0,5.0
4459,2,Kharadi,749,10628,,79.61,2025.0,4.0
4467,3,Ravet,997,8715,,86.8,2024.0,3.0
4468,2,Ravet,765,8663,,66.27,2024.0,3.0
4469,3,Ravet,800,8642,,69.05,2024.0,3.0
4470,3,Ravet,1029,8683,,89.35,2024.0,3.0
4471,2,Ravet,854,8741,,74.56,2024.0,3.0
4472,3,Wagholi,959,13347,,127.0,2028.0,7.0
4473,2,Wagholi,677,12703,,85.99,2028.0,7.0
4474,4,Wagholi,1588,13350,,212.0,2028.0,7.0
4478,3,Wagholi,1310,11755,,153.0,2028.0,7.0
