,bhk,locality,sqft,price_per_sqft,bath,Price_Lakhs,Build_year,Age
0,2,Tathawade,950,5052,2.0,48.0,2022.0,1.0
2,2,Ravet,965,4974,2.0,48.0,2023.0,2.0
3,2,Ravet,975,5128,2.0,50.0,2020.0,-1.0
4,3,Tathawade,1125,5511,2.0,62.0,2023.0,2.0
6,2,Ravet,945,5291,2.0,50.0,2022.0,1.0
7,2,Ravet,899,4949,2.0,44.5,2024.0,3.0
8,2,Tathawade,985,4974,2.0,49.0,2017.0,-4.0
9,2,Tathawade,935,4973,2.0,46.5,2022.0,1.0
10,3,Tathawade,1059,5476,3.0,58.0,2023.0,2.0
11,3,Tathawade,1165,5321,3.0,62.0,2022.0,1.0
12,2,Tathawade,970,4948,2.0,48.0,2022.0,1.0
13,2,Ravet,925,5189,2.0,48.0,2019.0,-2.0
14,1,Gulab Nagar Pune,611,5728,1.0,35.0,2003.0,-18.0
15,1,Dhankawadi,620,5645,1.0,35.0,2005.0,-16.0
16,3,Thergaon,819,12210,,100.0,2023.0,2.0
17,2,Thergaon,606,11000,,66.66,2023.0,2.0
18,2,Thergaon,637,11000,,70.07,2023.0,2.0
19,2,Thergaon,604,11000,,66.44,2023.0,2.0
20,3,Thergaon,919,12210,,112.00000000000001,2023.0,2.0
21,2,Thergaon,636,11000,,69.96,2023.0,2.0
22,3,Thergaon,872,12210,,106.0,2023.0,2.0
23,3,Thergaon,823,12210,,100.0,2023.0,2.0
24,2,Thergaon,641,11000,,70.51,2023.0,2.0
25,2,Thergaon,602,11000,,66.22,2023.0,2.0
26,2,Thergaon,633,11000,,69.63,2023.0,2.0
27,2,Thergaon,600,11000,,66.0,2023.0,2.0
28,2,Tathawade,935,4973,2.0,46.5,2022.0,1.0
29,2,Tathawade,930,5161,2.0,48.0,2017.0,-4.0
30,2,Tathawade,925,5081,2.0,47.0,2018.0,-3.0
31,2,Tathawade,900,5111,2.0,46.0,2023.0,2.0
33,2,Tathawade,930,5591,2.0,52.0,2024.0,3.0
34,2,Tathawade,925,5081,2.0,47.0,2022.0,1.0
35,2,Tathawade,915,5355,2.0,49.0,2024.0,3.0
36,2,Tathawade,915,5573,2.0,51.0,2019.0,-2.0
37,2,Tathawade,920,5108,1.0,47.0,2019.0,-2.0
38,2,Tathawade,920,5543,2.0,51.0,2018.0,-3.0
39,2,Tathawade,920,4782,2.0,44.0,2023.0,2.0
40,2,Ravet,930,5161,2.0,48.0,2021.0,0.0
41,2,Ravet,1033,5343,2.0,55.2,2023.0,2.0
42,1,Tathawade,600,5833,1.0,35.0,2015.0,-6.0
44,3,Ravet,1328,4969,3.0,66.0,2023.0,2.0
45,2,Tathawade,972,4938,2.0,48.0,2018.0,-3.0
47,2,Tathawade,528,12229,,64.44,2023.0,2.0
48,2,Tathawade,460,13159,,60.39,2023.0,2.0
49,2,Tathawade,532,12480,,66.26,2023.0,2.0
50,2,Tathawade,512,12015,,61.39,2023.0,2.0
51,2,Tathawade,527,12785,,67.24,2023.0,2.0
52,2,Tathawade,488,13952,,67.94,2023.0,2.0
53,2,Tathawade,477,13151,,62.59,2023.0,2.0
54,2,Tathawade,537,12490,,66.94,2023.0,2.0
55,2,Tathawade,516,12250,,63.08,2023.0,2.0
56,2,Tathawade,511,11954,,60.96,2023.0,2.0
57,2,Tathawade,442,13603,,59.98,2023.0,2.0
58,2,Tathawade,473,13150,,62.07,2023.0,2.0
59,2,Ravet,950,4631,2.0,44.0,2022.0,1.0
60,3,Tathawade,830,9139,,75.85,2027.0,6.0
61,3,Tathawade,659,10280,,67.74,2027.0,6.0
62,2,Tathawade,613,9502,,58.24,2027.0,6.0
63,2,Tathawade,503,11410,,57.27,2027.0,6.0
64,2,Ravet,950,5052,2.0,48.0,2017.0,-4.0
65,3,Tathawade,1350,7037,2.0,95.0,2019.0,-2.0
66,2,Tathawade,955,4921,2.0,47.0,2016.0,-5.0
68,2,Ravet,1000,4700,2.0,47.0,2022.0,1.0
69,1,Ravet,690,5144,1.0,35.5,2022.0,1.0
70,2,Ravet,1033,5494,2.0,56.76,2023.0,2.0
74,1,Ravet,668,5434,1.0,36.3,2023.0,2.0
75,3,Ravet,1228,5432,2.0,66.71,2023.0,2.0
76,2,Ravet,978,5397,2.0,52.78,2023.0,2.0
78,1,Bibwewadi,620,7741,1.0,48.0,2006.0,-15.0
79,1,Walvekar Nagar,620,11290,1.0,70.0,2005.0,-16.0
80,1,Katraj,620,4516,1.0,28.0,2016.0,-5.0
81,2,Bibwewadi,800,7500,2.0,60.0,1998.0,-23.0
82,2,Ambegaon Budruk,1005,4676,2.0,47.0,2013.0,-8.0
83,2,Bibwewadi,1100,8636,2.0,95.0,2013.0,-8.0
84,2,Parvati Darshan,1080,8796,2.0,95.0,2014.0,-7.0
85,3,Bibwewadi,1500,7666,3.0,114.99999999999999,2014.0,-7.0
87,2,Handewadi,1088,5079,2.0,55.26,2018.0,-3.0
88,1,Undri,664,5271,1.0,35.0,2016.0,-5.0
89,2,Undri,1095,5936,2.0,65.0,2017.0,-4.0
90,2,Ravet,906,6181,2.0,56.0,2022.0,1.0
91,2,Ravet,911,6366,2.0,58.0,2023.0,2.0
92,2,Ravet,912,5263,2.0,48.0,2023.0,2.0
93,2,Ravet,905,6243,2.0,56.5,2022.0,1.0
94,2,Ravet,1070,5233,2.0,56.0,2023.0,2.0
95,2,Ravet,919,5233,2.0,48.1,2023.0,2.0
96,2,Ravet,919,5223,2.0,48.0,2023.0,2.0
97,2,Ravet,1003,5682,2.0,57.0,2022.0,1.0
98,2,Ravet,906,5629,2.0,51.0,2022.0,1.0
99,2,Ravet,830,5903,2.0,49.0,2021.0,0.0
100,2,Ravet,1036,4604,2.0,47.7,2022.0,1.0
101,1,Ravet,621,5152,1.0,32.0,2022.0,1.0
102,2,Ravet,1013,4945,2.0,50.1,2022.0,1.0
103,3,Ravet,1080,5555,2.0,60.0,2022.0,1.0
104,2,Ravet,1052,4801,2.0,50.51,2022.0,1.0
105,3,Ravet,1178,6064,3.0,71.44,2023.0,2.0
106,2,Ravet,878,6207,2.0,54.5,2023.0,2.0
108,1,Alandi,600,4988,,29.92,2022.0,1.0
110,1,Alandi,442,4988,,22.04,2022.0,1.0
112,1,Alandi,507,4988,,25.28,2022.0,1.0
114,1,Alandi,509,4988,,25.38,2022.0,1.0
116,2,Alandi,601,4988,,29.97,2022.0,1.0
118,2,Alandi,732,4988,,36.51,2022.0,1.0
120,1,Alandi,645,4988,,32.17,2022.0,1.0
122,2,Alandi,688,4988,,34.31,2022.0,1.0
124,1,Alandi,512,4988,,25.53,2022.0,1.0
128,2,Alandi,592,4988,,29.52,2022.0,1.0
130,1,Alandi,519,4988,,25.88,2022.0,1.0
131,1,Alandi,482,4988,,24.04,2022.0,1.0
133,1,Alandi,514,4988,,25.63,2022.0,1.0
136,1,Nere,659,4233,1.0,27.9,2024.0,3.0
137,1,Nere,643,4199,1.0,27.0,2024.0,3.0
138,2,Ravet,933,5573,2.0,52.0,2023.0,2.0
139,2,Ravet,919,5235,1.0,48.11,2023.0,2.0
143,2,Ravet,907,5181,2.0,47.0,2024.0,3.0
146,2,Tathawade,932,5354,2.0,49.9,2022.0,1.0
147,2,Tathawade,892,5044,2.0,45.0,2023.0,2.0
148,2,Tathawade,945,5079,2.0,48.0,2023.0,2.0
151,3,Tathawade,1150,5304,3.0,61.0,2023.0,2.0
152,3,Tathawade,1120,5357,3.0,60.0,2023.0,2.0
154,2,Tathawade,980,5612,2.0,55.0,2026.0,5.0
155,3,Tathawade,1348,5637,3.0,76.0,2023.0,2.0
156,2,Tathawade,890,5449,2.0,48.5,2024.0,3.0
157,2,Ravet,900,5333,2.0,48.0,2025.0,4.0
158,2,Ravet,1015,4926,2.0,50.0,2023.0,2.0
161,2,Ravet,932,5150,2.0,48.0,2023.0,2.0
165,3,Ravet,1148,5662,2.0,65.0,2023.0,2.0
166,3,Ravet,1328,5594,3.0,74.3,2023.0,2.0
167,3,Ravet,1334,5583,3.0,74.48,2023.0,2.0
168,3,Ravet,1144,5666,2.0,64.83,2023.0,2.0
169,2,Ravet,896,5619,2.0,50.35,2023.0,2.0
170,2,Ravet,986,5545,2.0,54.68,2023.0,2.0
172,2,Ravet,810,5925,2.0,48.0,2021.0,0.0
174,2,Ravet,1085,5354,2.0,58.1,2019.0,-2.0
175,2,Ravet,932,6233,2.0,58.1,2019.0,-2.0
176,2,Ravet,932,6244,2.0,58.2,2019.0,-2.0
177,2,Ravet,878,6212,2.0,54.54,2023.0,2.0
178,1,Hinjewadi,610,5573,1.0,34.0,2021.0,0.0
182,3,Kharadi,1588,6045,3.0,96.0,2010.0,-11.0
183,2,Kharadi,1242,5797,2.0,72.0,2009.0,-12.0
184,2,Kharadi,850,6470,2.0,55.0,2017.0,-4.0
185,3,Kharadi,1123,6945,3.0,78.0,2023.0,2.0
186,2,Kharadi,868,7488,2.0,65.0,2023.0,2.0
187,3,Pashan,1074,13047,,139.0,2021.0,0.0
188,3,Pashan,1082,13123,,141.0,2021.0,0.0
189,3,Pashan,1003,12474,,124.0,2021.0,0.0
190,3,Pashan,1122,12934,,144.0,2021.0,0.0
191,3,Pashan,1130,13019,,146.0,2021.0,0.0
192,3,Pashan,1011,12364,,125.0,2021.0,0.0
193,4,Wakad,1425,9000,,128.0,2024.0,3.0
195,2,Bibwewadi,1228,8957,2.0,110.00000000000001,2015.0,-6.0
196,2,Bibwewadi,746,10723,2.0,80.0,2023.0,2.0
197,1,Mahalunge,631,6656,1.0,42.0,2024.0,3.0
198,3,Bibwewadi,1142,12697,3.0,145.0,2021.0,0.0
199,2,Bibwewadi,1100,10454,2.0,114.99999999999999,2016.0,-5.0
200,3,Bibwewadi,946,13213,3.0,125.0,2023.0,2.0
201,3,Pune Satara Road,1650,8787,3.0,145.0,2022.0,1.0
202,2,Pune Satara Road,1100,9545,2.0,105.0,2022.0,1.0
203,3,Bibwewadi,1669,7189,3.0,120.0,2015.0,-6.0
204,2,Bibwewadi,1221,7371,2.0,90.0,2015.0,-6.0
205,2,Wagholi,1110,5135,2.0,57.0,2014.0,-7.0
206,2,Wagholi,1000,4850,2.0,48.5,2022.0,1.0
207,1,Wagholi,690,4347,2.0,30.0,2022.0,1.0
210,1,Dhayari,580,2844,1.0,16.5,2005.0,-16.0
211,1,Wagholi,665,4360,1.0,29.0,2012.0,-9.0
213,1,Bavdhan,630,7142,1.0,45.0,2007.0,-14.0
214,2,Chinchwad,1015,7684,2.0,78.0,2010.0,-11.0
215,1,Somwar Peth,410,9756,1.0,40.0,2015.0,-6.0
216,2,Bhukum,1100,5272,2.0,58.0,2017.0,-4.0
217,3,Hadapsar,1070,7943,2.0,85.0,2014.0,-7.0
218,2,Vishrantwadi,1125,8000,2.0,90.0,2013.0,-8.0
219,3,Fursungi,1585,5488,3.0,87.0,2018.0,-3.0
221,1,Hadapsar,540,4629,1.0,25.0,2015.0,-6.0
222,2,Undri,873,5154,2.0,45.0,2014.0,-7.0
226,1,Wagholi,573,4712,1.0,27.0,2015.0,-6.0
227,2,Wagholi,940,4255,2.0,40.0,2018.0,-3.0
228,1,Ambegaon Budruk,571,5604,1.0,32.0,2015.0,-6.0
229,1,Wagholi,700,3857,1.0,27.0,2012.0,-9.0
230,2,Ambegaon Budruk,871,5396,2.0,47.0,2018.0,-3.0
232,2,Kalewadi Pandhapur Road,680,6617,2.0,45.0,2019.0,-2.0
234,2,Dhayari,900,5555,2.0,50.0,2019.0,-2.0
235,3,Kharadi,934,11939,,111.00000000000001,2022.0,1.0
236,2,Kharadi,637,13343,,84.99,2022.0,1.0
237,3,Kharadi,935,14330,,133.0,2022.0,1.0
238,2,Kharadi,636,12335,,78.45,2022.0,1.0
239,3,Kharadi,925,11940,,110.00000000000001,2022.0,1.0
240,3,Kharadi,930,11939,,111.00000000000001,2022.0,1.0
241,2,Kharadi,635,12335,,78.33,2022.0,1.0
242,3,Kharadi,929,11940,,110.00000000000001,2022.0,1.0
243,2,Kharadi,634,12337,,78.21,2022.0,1.0
244,2,Kharadi,633,12337,,78.09,2022.0,1.0
245,3,Kharadi,931,11940,,111.00000000000001,2022.0,1.0
246,2,Kharadi,632,12337,,77.97,2022.0,1.0
247,3,Kharadi,921,11940,,109.00000000000001,2022.0,1.0
248,2,Undri,870,4597,2.0,40.0,2018.0,-3.0
252,1,Ravet,654,4892,1.0,32.0,2023.0,2.0
253,1,Tathawade,600,5333,2.0,32.0,2025.0,4.0
254,2,Wakad,960,6041,2.0,58.0,2021.0,0.0
255,3,Wakad,1323,6046,3.0,80.0,2023.0,2.0
257,2,Alandi,752,4388,2.0,33.0,2025.0,4.0
260,2,Alandi,751,4260,2.0,32.0,2025.0,4.0
261,1,Alandi,752,4255,2.0,32.0,2025.0,4.0
262,2,Alandi,752,4281,2.0,32.2,2025.0,4.0
263,2,Hadapsar,860,7558,2.0,65.0,2023.0,2.0
265,2,Tathawade,985,6395,2.0,63.0,2019.0,-2.0
267,2,Jambhul,481,2900,2.0,13.95,2017.0,-4.0
270,2,Ravet,1000,4200,2.0,42.0,2024.0,3.0
271,1,Tathawade,650,5176,1.0,33.65,2024.0,3.0
272,2,Tathawade,1030,4660,2.0,48.0,2022.0,1.0
275,1,Undri,625,5600,1.0,35.0,2015.0,-6.0
276,1,Fursungi Gaon,810,2129,1.0,17.25,2018.0,-3.0
277,2,NIBM Road,792,6944,2.0,55.0,2019.0,-2.0
278,1,Vishrantwadi,600,5333,1.0,32.0,2011.0,-10.0
279,3,Dhanori,1600,5125,3.0,82.0,2015.0,-6.0
280,2,Vishrantwadi,1300,5384,2.0,70.0,2009.0,-12.0
281,1,Vishrantwadi,750,5866,1.0,44.0,2009.0,-12.0
282,1,Vishrantwadi,750,5733,1.0,43.0,2009.0,-12.0
283,1,Aundh,575,11304,1.0,65.0,2004.0,-17.0
284,2,Amanora Park Town,850,8823,2.0,75.0,2014.0,-7.0
285,1,Wadachiwadi Road,522,4789,1.0,25.0,2014.0,-7.0
287,2,Jambhulwadi Road,890,3932,2.0,35.0,2016.0,-5.0
288,2,Mundhwa,702,10815,,75.81,2023.0,2.0
289,1,Kothrud,600,9666,1.0,58.0,2009.0,-12.0
290,1,Wagholi,470,5191,,24.4,2019.0,-2.0
292,2,Wagholi,779,4278,,33.33,2019.0,-2.0
298,1,Wagholi,481,5145,,24.75,2019.0,-2.0
300,2,Dhayari,611,8672,,52.89,2025.0,4.0
301,2,Dhayari,559,8046,,44.89,2025.0,4.0
302,1,Tathawade,363,11977,,43.35,2026.0,5.0
303,1,Tathawade,334,12012,,39.99,2026.0,5.0
304,2,Tathawade,460,11982,,54.99,2026.0,5.0
305,1,Tathawade,379,12044,,45.52,2026.0,5.0
306,1,Tathawade,361,12044,,43.36,2026.0,5.0
307,2,Mahalunge,641,9142,,58.6,2024.0,3.0
308,1,Mahalunge,468,9081,,42.49,2024.0,3.0
309,3,Mahalunge,815,9018,,73.49,2024.0,3.0
310,3,Mahalunge,678,13085,,88.72,2025.0,4.0
311,3,Mahalunge,677,13103,,88.71,2025.0,4.0
312,3,Mahalunge,784,11792,,92.45,2025.0,4.0
313,1,Hinjewadi,806,6200,1.0,49.97,2019.0,-2.0
314,2,Hinjewadi,1372,6200,,85.06,2019.0,-2.0
315,3,Hinjewadi,1158,6200,,71.79,2019.0,-2.0
316,2,Hinjewadi,1360,6200,,84.32,2019.0,-2.0
317,1,Hinjewadi,798,6200,1.0,49.47,2019.0,-2.0
318,1,Hinjewadi,667,6200,1.0,41.35,2019.0,-2.0
319,5,Hinjewadi,3030,6200,5.0,187.0,2019.0,-2.0
320,1,Hinjewadi,678,6200,,42.03,2019.0,-2.0
321,1,Hinjewadi,579,6200,,35.89,2019.0,-2.0
322,3,Dhanori,1006,9778,,98.37,2023.0,2.0
323,3,Dhanori,963,7194,,69.28,2023.0,2.0
324,2,Dhanori,714,7957,,56.82,2023.0,2.0
325,2,Dhanori,731,7623,,55.73,2023.0,2.0
326,3,Mahalunge,834,11968,,99.82,2025.0,4.0
327,2,Mahalunge,572,11276,,64.5,2025.0,4.0
328,2,Mahalunge,509,10131,,51.57,2025.0,4.0
329,2,Mahalunge,571,10683,,61.0,2025.0,4.0
330,3,Mahalunge,839,11283,,94.67,2025.0,4.0
331,2,Mahalunge,517,10209,,52.67,2025.0,4.0
332,2,Mahalunge,530,10392,,55.08,2025.0,4.0
333,2,Mahalunge,516,10195,,52.6,2025.0,4.0
334,2,Mahalunge,602,11295,,68.0,2025.0,4.0
335,2,Mahalunge,599,10851,,65.0,2025.0,4.0
336,3,Mahalunge,785,11783,,92.5,2025.0,4.0
337,2,Mahalunge,527,10394,,54.78,2025.0,4.0
338,3,Hinjewadi,973,7399,,72.0,2021.0,0.0
339,2,Hinjewadi,777,7207,,56.0,2021.0,0.0
340,3,Hinjewadi,1034,7253,,75.0,2021.0,0.0
341,2,Hinjewadi,780,7179,,56.0,2021.0,0.0
342,3,Hinjewadi,1125,7560,,85.05,2021.0,0.0
343,2,Mundhwa,758,7717,2.0,58.5,2023.0,2.0
344,2,Sus,857,9256,,79.23,2021.0,0.0
345,2,Sus,876,9243,,80.87,2021.0,0.0
346,2,NIBM Annex Mohammadwadi,633,10731,,67.82,2021.0,0.0
347,2,NIBM Annex Mohammadwadi,647,10731,,69.32,2021.0,0.0
348,2,Wagholi,963,5204,2.0,50.12,2022.0,1.0
349,2,Wagholi,971,5149,2.0,50.0,2022.0,1.0
350,1,Wagholi,774,4753,1.0,36.79,2022.0,1.0
351,1,Wagholi,744,4754,1.0,35.37,2022.0,1.0
352,1,Wagholi,737,4748,1.0,35.0,2022.0,1.0
353,2,Wagholi,1021,5194,2.0,53.04,2022.0,1.0
354,2,Wagholi,1014,5190,2.0,52.63,2022.0,1.0
355,2,Hinjewadi,729,8984,2.0,65.5,2024.0,3.0
356,2,Hinjewadi,734,9155,2.0,67.2,2024.0,3.0
357,2,Wagholi,527,13662,,72.0,2024.0,3.0
358,1,Mahalunge,585,6811,1.0,39.85,2022.0,1.0
359,3,Hinjewadi,1023,9237,3.0,94.5,2024.0,3.0
360,3,Hinjewadi,1029,9912,3.0,102.0,2024.0,3.0
361,2,Mahalunge,1040,7019,2.0,73.0,2022.0,1.0
362,2,Mahalunge,767,6388,2.0,49.0,2022.0,1.0
363,3,Mahalunge,1625,6892,3.0,112.00000000000001,2022.0,1.0
364,3,Mahalunge,1326,7013,3.0,93.0,2022.0,1.0
365,2,Katraj,1566,4150,2.0,65.0,2015.0,-6.0
366,2,Taljai Temple Road,1050,5904,2.0,62.0,2008.0,-13.0
367,2,Mahalunge,774,8248,2.0,63.84,2024.0,3.0
368,2,Mahalunge,716,8241,2.0,59.01,2024.0,3.0
369,1,Mahalunge,514,7585,1.0,38.99,2024.0,3.0
370,2,Mahalunge,777,8243,2.0,64.05,2024.0,3.0
371,2,Bhukum,709,9302,,65.95,2021.0,0.0
372,2,Thergaon,1010,4950,2.0,50.0,2011.0,-10.0
373,2,Kondhwa,1000,7500,2.0,75.0,2006.0,-15.0
374,1,Hinjewadi,650,6307,1.0,41.0,2008.0,-13.0
375,3,Mundhwa,882,9745,,85.86,2023.0,2.0
376,2,Moshi,547,7609,,41.62,2022.0,1.0
377,3,Mundhwa,877,9736,,85.39,2023.0,2.0
378,2,Moshi,512,7912,,40.51,2022.0,1.0
379,2,Mundhwa,606,10806,,65.48,2023.0,2.0
380,2,Mundhwa,602,10815,,64.99,2023.0,2.0
381,3,Mundhwa,873,9736,,84.99,2023.0,2.0
383,2,Mahalunge,1047,7449,2.0,78.0,2014.0,-7.0
384,3,Porwal Road,1350,4592,2.0,62.0,2015.0,-6.0
386,1,Vishrantwadi,600,6833,1.0,41.0,2011.0,-10.0
387,2,Porwal Road,1200,3500,2.0,42.0,2018.0,-3.0
388,2,Dhanori,691,7850,,54.25,2022.0,1.0
389,1,Dhanori,800,3750,1.0,30.0,2022.0,1.0
390,1,Dhanori,800,3250,1.0,26.0,2009.0,-12.0
391,1,Dhanori,700,4285,1.0,30.0,2021.0,0.0
392,2,Dhayari,631,8195,,51.63,2023.0,2.0
393,2,Dhayari,629,6284,,39.52,2023.0,2.0
394,1,Tingre Nagar,900,3555,1.0,32.0,2011.0,-10.0
395,3,Baner,1600,9375,3.0,150.0,2007.0,-14.0
396,4,Kharadi,3555,11620,,413.0,2025.0,4.0
398,4,Kharadi,4612,11602,,535.0,2025.0,4.0
400,4,Kharadi,5271,11612,,612.0,2025.0,4.0
402,5,Kharadi,3940,11601,,457.0,2025.0,4.0
404,3,Kharadi,2281,9473,,216.0,2025.0,4.0
406,3,Kharadi,2224,9442,,210.0,2025.0,4.0
408,5,Kharadi,5524,11603,,641.0,2025.0,4.0
410,4,Kharadi,3886,11608,,451.0,2025.0,4.0
412,2,Bhusari colony right,1000,8000,2.0,80.0,2013.0,-8.0
413,2,Gultekdi,1000,7000,2.0,70.0,1994.0,-27.0
414,2,Dhayari,850,4470,2.0,38.0,2013.0,-8.0
415,2,Pune Satara Road,1000,8500,2.0,85.0,1989.0,-32.0
417,2,Vadgaon Budruk,735,8843,1.0,65.0,2011.0,-10.0
418,2,Uruli Kanchan,550,2727,2.0,15.0,2011.0,-10.0
419,1,Bavdhan,492,8028,1.0,39.5,2024.0,3.0
421,2,Hinjewadi,1000,6700,2.0,67.0,2010.0,-11.0
422,1,Wagholi,709,2820,1.0,20.0,2018.0,-3.0
423,1,Kondhwa,650,5307,1.0,34.5,2014.0,-7.0
424,3,Katraj,1300,9230,3.0,120.0,2012.0,-9.0
442,2,Lohegaon,986,3752,2.0,37.0,2018.0,-3.0
443,1,Kharadi,535,5046,1.0,27.0,2008.0,-13.0
444,2,Wagholi,900,2888,2.0,26.0,2009.0,-12.0
445,4,Ravet,2000,7500,4.0,150.0,2017.0,-4.0
446,4,Ravet,2000,8000,4.0,160.0,2017.0,-4.0
447,3,Undri,1142,9674,,110.00000000000001,2022.0,1.0
448,3,Undri,1139,10283,,117.0,2022.0,1.0
449,3,Undri,1046,10233,,107.0,2022.0,1.0
450,3,Undri,1135,8719,,98.97,2022.0,1.0
451,2,Patil Nager,900,3555,2.0,32.0,2018.0,-3.0
453,3,Parvati Darshan,1150,13043,3.0,150.0,2019.0,-2.0
457,1,Tingre Nagar,580,6034,1.0,35.0,2010.0,-11.0
458,1,Vishrantwadi,680,7058,1.0,48.0,2010.0,-11.0
459,1,Dhanori,650,5384,1.0,35.0,2013.0,-8.0
460,2,Wagholi,900,4444,2.0,40.0,2017.0,-4.0
461,2,Vishrantwadi,1450,5172,2.0,75.0,2009.0,-12.0
462,1,Dhanori,780,5769,1.0,45.0,2023.0,2.0
463,2,Dhanori,1050,4952,2.0,52.0,2023.0,2.0
469,1,Wagholi,680,4411,2.0,30.0,2014.0,-7.0
470,2,Wagholi,1200,10000,,120.0,2014.0,-7.0
471,1,Dhanori,680,5735,1.0,39.0,2023.0,2.0
473,1,Vishrantwadi,680,5147,1.0,35.0,2009.0,-12.0
475,2,Tathawade,890,5505,2.0,49.0,2026.0,5.0
476,2,Tathawade,920,4891,2.0,45.0,2023.0,2.0
477,3,Kharadi,1132,7773,3.0,88.0,2024.0,3.0
478,2,Kharadi,1084,8763,2.0,95.0,2016.0,-5.0
479,3,Kharadi,1201,9991,3.0,120.0,2023.0,2.0
480,1,Kharadi,525,7238,1.0,38.0,2023.0,2.0
481,3,Kharadi,1245,10441,3.0,130.0,2022.0,1.0
482,1,Wakad,452,8827,1.0,39.9,2024.0,3.0
483,2,Wakad,757,9141,2.0,69.2,2024.0,3.0
484,2,Wakad,740,9148,2.0,67.7,2024.0,3.0
485,1,Wakad,451,8669,1.0,39.1,2024.0,3.0
486,2,Wakad,761,9132,2.0,69.5,2024.0,3.0
487,2,Wakad,743,9209,2.0,68.43,2024.0,3.0
488,1,Wakad,455,8813,,40.1,2024.0,3.0
489,2,Tathawade,800,6062,2.0,48.5,2026.0,5.0
490,1,Tathawade,610,6145,2.0,37.49,2026.0,5.0
491,2,Vishrantwadi,800,5625,2.0,45.0,2002.0,-19.0
492,3,Tathawade,1500,4000,3.0,60.0,2023.0,2.0
494,2,Tathawade,850,5470,2.0,46.5,2026.0,5.0
495,1,Tathawade,620,5725,2.0,35.5,2026.0,5.0
496,2,Tathawade,885,5480,2.0,48.5,2024.0,3.0
497,2,Baner,715,9300,2.0,66.5,2025.0,4.0
498,2,Undri,1150,4160,2.0,47.85,2023.0,2.0
499,3,Undri,1250,4448,3.0,55.6,2022.0,1.0
500,2,Ravet,999,5255,2.0,52.5,2025.0,4.0
502,1,Vishrantwadi,680,5588,1.0,38.0,2009.0,-12.0
503,2,Vishrantwadi,1200,5000,2.0,60.0,2009.0,-12.0
505,2,Tathawade,955,5078,2.0,48.5,2023.0,2.0
506,2,Wakad,965,6010,2.0,58.0,2019.0,-2.0
507,1,Vishrantwadi,680,6176,1.0,42.0,2008.0,-13.0
508,3,Kondhwa,1500,7466,3.0,112.00000000000001,2012.0,-9.0
509,2,Tathawade,965,5699,2.0,55.0,2022.0,1.0
514,3,Balewadi,1502,7323,3.0,110.00000000000001,2024.0,3.0
516,3,Hadapsar,1354,8124,3.0,110.00000000000001,2014.0,-7.0
551,2,Baner,850,6764,2.0,57.5,2020.0,-1.0
552,2,Wakad,995,5929,2.0,59.0,2021.0,0.0
553,1,Kharadi,529,6616,1.0,35.0,2010.0,-11.0
554,2,Kharadi,960,5416,2.0,52.0,2011.0,-10.0
555,2,Hadapsar,940,5851,2.0,55.0,2013.0,-8.0
556,1,Kharadi,665,6766,1.0,45.0,2012.0,-9.0
557,2,Kharadi,1300,7538,2.0,98.0,2015.0,-6.0
558,1,Chinchwad,640,5937,1.0,38.0,2011.0,-10.0
559,2,Balewadi,965,6692,2.0,64.58,2014.0,-7.0
560,2,Bavdhan,1340,6343,2.0,85.0,2014.0,-7.0
561,2,Bavdhan,1700,5117,2.0,87.0,2014.0,-7.0
562,2,Bavdhan,1700,5176,2.0,88.0,2014.0,-7.0
564,3,Bavdhan,1366,6734,3.0,92.0,2024.0,3.0
566,2,Wakad,995,5527,2.0,55.0,2023.0,2.0
567,3,Wakad,1550,5612,3.0,87.0,2008.0,-13.0
568,2,Tathawade,898,5420,2.0,48.68,2024.0,3.0
569,2,Tathawade,997,4964,2.0,49.5,2020.0,-1.0
572,2,Ravet,965,4715,2.0,45.5,2019.0,-2.0
573,3,Kharadi,1500,8800,3.0,132.0,2013.0,-8.0
575,2,Wakad,996,6877,2.0,68.5,2021.0,0.0
576,2,Wakad,995,5427,2.0,54.0,2016.0,-5.0
577,3,Tathawade,1525,5967,3.0,91.0,2013.0,-8.0
579,1,Bijali Nagar PimpriChinchwad,750,6000,1.0,45.0,1999.0,-22.0
581,2,Punawale,1400,4642,2.0,65.0,2016.0,-5.0
585,2,Viman Nagar,1260,7539,2.0,95.0,2015.0,-6.0
586,3,Viman Nagar,1600,7812,3.0,125.0,2015.0,-6.0
587,2,Viman Nagar,1350,8518,2.0,114.99999999999999,2013.0,-8.0
589,2,Balewadi,1008,8025,2.0,80.9,2022.0,1.0
590,2,Tathawade,793,6179,2.0,49.0,2024.0,3.0
591,2,Tathawade,923,6717,2.0,62.0,2025.0,4.0
592,2,Lohegaon,1005,5373,2.0,54.0,2022.0,1.0
593,2,Dhanori,1050,4285,2.0,45.0,2007.0,-14.0
594,3,Kharadi,1582,8298,,131.0,2024.0,3.0
595,2,Kharadi,1114,8747,,97.35,2024.0,3.0
596,3,Kharadi,2519,7905,,199.0,2024.0,3.0
597,3,Kharadi,1566,8312,,130.0,2024.0,3.0
598,2,Kharadi,1350,8479,,113.99999999999999,2024.0,3.0
599,2,Kharadi,1512,8350,,126.0,2024.0,3.0
600,3,Kharadi,2494,7913,,197.0,2024.0,3.0
